country,amr_driver,policy_agenda_1,policy_agenda_2,policy_strategic_objective_1,policy_strategic_objective_2,policy_specific_actions_1,policy_specific_actions_2,evaluation_round,objective_interaction,objective_interpretation,implementation_interaction,implementation_interpretation
Philippines,veterinarian knowledge & attitude,AMR-01,AMR-04,"Key Strategy 7: Improve awareness and understanding of antimicrobial resistance through effective communication and education

7.1 To increase public awareness on the rational use of antibiotics 
7.2 To integrate AMR prevention and reduction in pre-service training of health and agriculture professionals","4.1 To fully implement guidelines for prudent use of antimicrobials 
","Implement risk communication plan 
specifically anchored to good veterinary practices targeting veterinarians, nutritionists, feed millers, suppliers, and farm owners 
2. Integrate AMR awareness, prevention and 
reduction in school curriculum for pre-service training of health and agriculture professionals","Integrate antimicrobials, AMR and AMS principles and concepts in higher education curricula and in the continuing professional education (CPE) for health professionals
Training/ CPD on antimicrobial resistance and the National Antibiotic Guidelines for company/school physicians and nurses.",3,Align,"Both policies aim to improve the knowledge and attitudes regarding antimicrobial resistance. Policy 1 focuses on raising awareness and integrating AMR education into pre-service training for health and agriculture professionals (including veterinarians), while Policy 2 emphasizes the implementation of prudent use guidelines through higher education curricula and continuing professional education. These objectives complement each other by targeting improved understanding and appropriate antimicrobial use thereby cumulatively benefiting veterinarian knowledge and attitudes.",Mutual benefit,"The implementation measures of Policy 1, which include risk communication tailored to veterinarians and other agriculture stakeholders and integrating AMR awareness in school curricula, work in tandem with Policy 2 ' s efforts to integrate AMR/AMS principles in higher education and CPD. This complementary approach reinforces consistent messaging and skill enhancement across different educational levels and target groups, thereby facilitating each policy ' s implementation and creating a positive feedback loop."
Philippines,veterinarian knowledge & attitude,AMR-01,AMR-04,"Key Strategy 7: Improve awareness and understanding of antimicrobial resistance through effective communication and education

7.1 To increase public awareness on the rational use of antibiotics 
7.2 To integrate AMR prevention and reduction in pre-service training of health and agriculture professionals","4.1 To fully implement guidelines for prudent use of antimicrobials 
","Implement risk communication plan 
specifically anchored to good veterinary practices targeting veterinarians, nutritionists, feed millers, suppliers, and farm owners 
2. Integrate AMR awareness, prevention and 
reduction in school curriculum for pre-service training of health and agriculture professionals","Integrate antimicrobials, AMR and AMS principles and concepts in higher education curricula and in the continuing professional education (CPE) for health professionals
Training/ CPD on antimicrobial resistance and the National Antibiotic Guidelines for company/school physicians and nurses.",4,Align,"Both policies aim to enhance the knowledge and attitude of professionals, including veterinarians, on antimicrobial resistance. Policy 1 focuses on boosting awareness through risk communication and integrating AMR prevention into pre-service training, while Policy 2 emphasizes the implementation of prudent use guidelines through curriculum integration and continuing professional education. Together, they target the same driver by promoting informed practices.",Mutual benefit,"The implementation of Policy 1 through targeted risk communication and curriculum integration for pre-service training enhances the baseline for AMR understanding among veterinarians. This synergy makes it easier for Policy 2 to build on these foundations with its focus on higher education and continuing professional development, thereby mutually reinforcing each other ' s implementation efforts."
Philippines,veterinarian knowledge & attitude,AMR-01,AMR-04,"Key Strategy 7: Improve awareness and understanding of antimicrobial resistance through effective communication and education

7.1 To increase public awareness on the rational use of antibiotics 
7.2 To integrate AMR prevention and reduction in pre-service training of health and agriculture professionals","4.1 To fully implement guidelines for prudent use of antimicrobials 
","Implement risk communication plan 
specifically anchored to good veterinary practices targeting veterinarians, nutritionists, feed millers, suppliers, and farm owners 
2. Integrate AMR awareness, prevention and 
reduction in school curriculum for pre-service training of health and agriculture professionals","Integrate antimicrobials, AMR and AMS principles and concepts in higher education curricula and in the continuing professional education (CPE) for health professionals
Training/ CPD on antimicrobial resistance and the National Antibiotic Guidelines for company/school physicians and nurses.",5,Align,"Both policies aim to enhance veterinarian knowledge and attitudes towards AMR. Policy 1 ' s objective of improving awareness and integrating AMR concepts in pre-service training, and Policy 2 ' s focus on implementing guidelines for prudent use, ultimately serve to improve professional understanding and practices related to antimicrobial resistance.",Mutual benefit,"Policy 1 implements a risk communication strategy and integrates AMR awareness into school curricula, while Policy 2 integrates AMR principles into higher education curricula and continuing professional development. These educational and training initiatives overlap and reinforce each other, creating a synergistic effect on improving veterinarian knowledge and practices."
China,close human-animal interface & wildlife-associated transmission,SDG-03,SDG-11,"Public Security 
The institutional mechanisms for public security will be improved, building on the principle that the people and their lives are above everything else, to implement the accountability and regulation systems for public security, and secure the people’s lives.",Rural development planning,"III. Biosafety risk prevention and control 
The system for biosafety risk prevention, control, and governance will be established to enhance national capacity of biosafety governance. The national systems for risk monitoring and early warning and for emergency plan on risk prevention and control concerning biosafety need improvements so as to release information in a unified manner for major biosafety incidents. Stronger prevention and control measures need to be taken for animal and plant epidemics and alien invasive species at ports. Overall planning for biosafety infrastructure will be made, including building a system of national biosafety data centers, and better developing and managing the system of high-level biosafety laboratories. Regulation on biosafety resources will be intensified by formulating and improving the catalog of human genetic resources and biological resources, and establishing a sound risk assessment mechanism of biotechnology research and development. The biosafety law will be put into practice. China will strengthen international cooperation on biosafety and take an active part in the development of international biosafety rules.","We will coordinate the planning and development of towns and villages in counties while considering all relevant factors, including land use, industrial development, development of residential areas, improvement of the living environment, ecological conservation, disaster prevention and reduction, and conservation of cultural heritage. We will design sound layout plans for villages in counties, develop villages of different categories according to different local conditions, regulate the comprehensive improvement of land in the whole region, protect traditional villages, ethnic villages, and rural styles and features, and strictly prohibit the willful removal and merger of villages to build large communities or large-scale demolition and construction against the wishes of farmers. We will improve the layout of rural living spaces, strictly preserve the spaces for agricultural production and rural ecological conservation, and delineate suitable, restrained, and forbidden areas for breeding industry. We will also encourage areas to draw up practical village plans, where conditions perm",1,Align,"Both policies seek to reduce risks at the human–animal–wildlife interface. SDG-03 builds biosafety governance and epidemic control measures to prevent zoonotic spillover, while SDG-11 uses rural spatial planning to segregate breeding operations, preserve ecological buffers, and limit unplanned human–animal contact, thus jointly pushing the driver in the same direction.",Mutual benefit,"SDG-03’s risk monitoring, early-warning systems, and biosafety data centers provide critical spatial and epidemiological information that can guide SDG-11’s zoning of breeding areas and conservation buffers. Conversely, SDG-11’s clear delineation of livestock zones and ecological areas facilitates targeted deployment of SDG-03’s biosafety infrastructure and emergency controls, easing implementation of both policies."
China,close human-animal interface & wildlife-associated transmission,SDG-03,SDG-11,"Public Security 
The institutional mechanisms for public security will be improved, building on the principle that the people and their lives are above everything else, to implement the accountability and regulation systems for public security, and secure the people’s lives.",Rural development planning,"III. Biosafety risk prevention and control 
The system for biosafety risk prevention, control, and governance will be established to enhance national capacity of biosafety governance. The national systems for risk monitoring and early warning and for emergency plan on risk prevention and control concerning biosafety need improvements so as to release information in a unified manner for major biosafety incidents. Stronger prevention and control measures need to be taken for animal and plant epidemics and alien invasive species at ports. Overall planning for biosafety infrastructure will be made, including building a system of national biosafety data centers, and better developing and managing the system of high-level biosafety laboratories. Regulation on biosafety resources will be intensified by formulating and improving the catalog of human genetic resources and biological resources, and establishing a sound risk assessment mechanism of biotechnology research and development. The biosafety law will be put into practice. China will strengthen international cooperation on biosafety and take an active part in the development of international biosafety rules.","We will coordinate the planning and development of towns and villages in counties while considering all relevant factors, including land use, industrial development, development of residential areas, improvement of the living environment, ecological conservation, disaster prevention and reduction, and conservation of cultural heritage. We will design sound layout plans for villages in counties, develop villages of different categories according to different local conditions, regulate the comprehensive improvement of land in the whole region, protect traditional villages, ethnic villages, and rural styles and features, and strictly prohibit the willful removal and merger of villages to build large communities or large-scale demolition and construction against the wishes of farmers. We will improve the layout of rural living spaces, strictly preserve the spaces for agricultural production and rural ecological conservation, and delineate suitable, restrained, and forbidden areas for breeding industry. We will also encourage areas to draw up practical village plans, where conditions perm",2,Align,"Both policies act to reduce zoonotic transmission at the human–animal–wildlife interface. SDG-03 strengthens biosafety governance, monitoring and control of animal and plant epidemics and invasive species, while SDG-11’s rural planning preserves ecological conservation areas and delineates suitable versus forbidden zones for livestock breeding, thereby reducing contact points among people, livestock and wildlife.",One-sided benefit,"SDG-11’s land‐use and zoning framework (defining breeding zones and ecological buffers) directly facilitates SDG-03’s biosafety risk prevention and early‐warning measures by spatially segregating livestock from wildlife and human settlements. In contrast, the biosafety governance systems established under SDG-03 do not explicitly inform or ease the implementation of rural development planning."
China,close human-animal interface & wildlife-associated transmission,SDG-03,SDG-11,"Public Security 
The institutional mechanisms for public security will be improved, building on the principle that the people and their lives are above everything else, to implement the accountability and regulation systems for public security, and secure the people’s lives.",Rural development planning,"III. Biosafety risk prevention and control 
The system for biosafety risk prevention, control, and governance will be established to enhance national capacity of biosafety governance. The national systems for risk monitoring and early warning and for emergency plan on risk prevention and control concerning biosafety need improvements so as to release information in a unified manner for major biosafety incidents. Stronger prevention and control measures need to be taken for animal and plant epidemics and alien invasive species at ports. Overall planning for biosafety infrastructure will be made, including building a system of national biosafety data centers, and better developing and managing the system of high-level biosafety laboratories. Regulation on biosafety resources will be intensified by formulating and improving the catalog of human genetic resources and biological resources, and establishing a sound risk assessment mechanism of biotechnology research and development. The biosafety law will be put into practice. China will strengthen international cooperation on biosafety and take an active part in the development of international biosafety rules.","We will coordinate the planning and development of towns and villages in counties while considering all relevant factors, including land use, industrial development, development of residential areas, improvement of the living environment, ecological conservation, disaster prevention and reduction, and conservation of cultural heritage. We will design sound layout plans for villages in counties, develop villages of different categories according to different local conditions, regulate the comprehensive improvement of land in the whole region, protect traditional villages, ethnic villages, and rural styles and features, and strictly prohibit the willful removal and merger of villages to build large communities or large-scale demolition and construction against the wishes of farmers. We will improve the layout of rural living spaces, strictly preserve the spaces for agricultural production and rural ecological conservation, and delineate suitable, restrained, and forbidden areas for breeding industry. We will also encourage areas to draw up practical village plans, where conditions perm",3,Align,"Both policies aim to reduce risks at the human–animal–wildlife interface. SDG-03 strengthens biosafety governance and control measures for animal epidemics and invasive species, thereby limiting spillover and transmission. SDG-11’s rural development plans preserve ecological conservation areas, regulate breeding industry locations, and maintain buffer zones between wildlife, livestock, and people. Together they push the shared driver in the same direction—minimizing close human–animal interface and wildlife‐associated transmission.",Mutual benefit,"SDG-11’s land‐use and village planning, which delineates suitable, restrained, and forbidden zones for breeding operations and conserves rural ecological spaces, creates spatial conditions that facilitate biosafety risk prevention and outbreak containment. Conversely, SDG-03’s enhanced biosafety monitoring, early warning systems, and governance structures generate data and regulatory frameworks that inform and guide the designation of safe livestock and wildlife zones in rural planning. Each policy’s implementation thus reinforces the other."
China,close human-animal interface & wildlife-associated transmission,SDG-03,SDG-11,"Public Security 
The institutional mechanisms for public security will be improved, building on the principle that the people and their lives are above everything else, to implement the accountability and regulation systems for public security, and secure the people’s lives.",Rural development planning,"III. Biosafety risk prevention and control 
The system for biosafety risk prevention, control, and governance will be established to enhance national capacity of biosafety governance. The national systems for risk monitoring and early warning and for emergency plan on risk prevention and control concerning biosafety need improvements so as to release information in a unified manner for major biosafety incidents. Stronger prevention and control measures need to be taken for animal and plant epidemics and alien invasive species at ports. Overall planning for biosafety infrastructure will be made, including building a system of national biosafety data centers, and better developing and managing the system of high-level biosafety laboratories. Regulation on biosafety resources will be intensified by formulating and improving the catalog of human genetic resources and biological resources, and establishing a sound risk assessment mechanism of biotechnology research and development. The biosafety law will be put into practice. China will strengthen international cooperation on biosafety and take an active part in the development of international biosafety rules.","We will coordinate the planning and development of towns and villages in counties while considering all relevant factors, including land use, industrial development, development of residential areas, improvement of the living environment, ecological conservation, disaster prevention and reduction, and conservation of cultural heritage. We will design sound layout plans for villages in counties, develop villages of different categories according to different local conditions, regulate the comprehensive improvement of land in the whole region, protect traditional villages, ethnic villages, and rural styles and features, and strictly prohibit the willful removal and merger of villages to build large communities or large-scale demolition and construction against the wishes of farmers. We will improve the layout of rural living spaces, strictly preserve the spaces for agricultural production and rural ecological conservation, and delineate suitable, restrained, and forbidden areas for breeding industry. We will also encourage areas to draw up practical village plans, where conditions perm",4,Align,"Both policies contribute to reducing disease spillover and antimicrobial resistance risk at the human-animal-wildlife interface: SDG-03 strengthens national biosafety governance, epidemic prevention and control systems for animal and plant diseases, while SDG-11’s rural development planning delineates breeding areas, preserves ecological zones and limits human-livestock-wildlife contact. Together they push the shared driver in the same direction, delivering cumulative benefits.",Mutual benefit,"SDG-03’s biosafety monitoring, early warning and regulation frameworks provide critical data and guidance that inform SDG-11’s land-use zoning, village layouts and breeding area delineation, while SDG-11’s enforcement of ecological conservation and controlled breeding locations reinforces on-the-ground biosafety measures, making each policy easier to implement when the other is in place."
China,close human-animal interface & wildlife-associated transmission,SDG-03,SDG-11,"Public Security 
The institutional mechanisms for public security will be improved, building on the principle that the people and their lives are above everything else, to implement the accountability and regulation systems for public security, and secure the people’s lives.",Rural development planning,"III. Biosafety risk prevention and control 
The system for biosafety risk prevention, control, and governance will be established to enhance national capacity of biosafety governance. The national systems for risk monitoring and early warning and for emergency plan on risk prevention and control concerning biosafety need improvements so as to release information in a unified manner for major biosafety incidents. Stronger prevention and control measures need to be taken for animal and plant epidemics and alien invasive species at ports. Overall planning for biosafety infrastructure will be made, including building a system of national biosafety data centers, and better developing and managing the system of high-level biosafety laboratories. Regulation on biosafety resources will be intensified by formulating and improving the catalog of human genetic resources and biological resources, and establishing a sound risk assessment mechanism of biotechnology research and development. The biosafety law will be put into practice. China will strengthen international cooperation on biosafety and take an active part in the development of international biosafety rules.","We will coordinate the planning and development of towns and villages in counties while considering all relevant factors, including land use, industrial development, development of residential areas, improvement of the living environment, ecological conservation, disaster prevention and reduction, and conservation of cultural heritage. We will design sound layout plans for villages in counties, develop villages of different categories according to different local conditions, regulate the comprehensive improvement of land in the whole region, protect traditional villages, ethnic villages, and rural styles and features, and strictly prohibit the willful removal and merger of villages to build large communities or large-scale demolition and construction against the wishes of farmers. We will improve the layout of rural living spaces, strictly preserve the spaces for agricultural production and rural ecological conservation, and delineate suitable, restrained, and forbidden areas for breeding industry. We will also encourage areas to draw up practical village plans, where conditions perm",5,Align,"Both policies aim to reduce risks associated with close human–animal interfaces and wildlife-associated transmission. SDG-03 establishes and strengthens biosafety governance, monitoring, early warning, and control measures for animal epidemics and invasive species, directly targeting zoonotic spillover. SDG-11’s rural development planning protects ecological conservation zones and delineates suitable, restrained, and forbidden areas for breeding industries, thereby limiting unregulated human–animal contact in rural settings.",Mutual benefit,"SDG-03’s enhanced biosafety infrastructure, risk monitoring data centers, and emergency response systems provide evidence and regulatory backing that inform and strengthen SDG-11’s spatial zoning and ecological conservation measures. Conversely, SDG-11’s clear delineation of breeding and forbidden zones creates defined parameters that facilitate SDG-03’s targeted biosafety enforcement at ports, farms, and rural communities, making each policy easier to implement."
China,discharge of waste from anthropogenic activities,AMR-03,AMR-05,Adhere to the principle of “prevention first” and reduce infection rate.,Strengthen scientific and technological research and development for antimicrobial resistance prevention and control.,"strengthen the categorized disposal of medical waste at the source of waste production
Strengthen the prevention and control of environmental pollution by antimicrobials. Strengthen the standardized treatment of domestic sewage, medical wastewater and solid waste, pharmaceutical companies' production waste, waste from aquaculture and food production",Carry out research on the prevention and control of environmental pollution caused by antimicrobials. Develop analysis technology of antimicrobials in the environment and conduct research of possible ecological impact of residual antimicrobials in the environmental. (Responsibilities divided between the Ministry of Science and Technology and the Ministry of Ecology and Environment),1,Align,"Both policies aim to reduce environmental contamination by antimicrobials and thus lower the discharge of antimicrobial‐laden waste. Policy 1 does so through prevention‐first waste management and treatment measures, while Policy 2 generates scientific knowledge and technologies to underpin and optimize those mitigation efforts. Together they push the shared driver (anthropogenic discharge of antimicrobials) in the same direction—reducing it.",Mutual benefit,"Policy 2’s research on environmental pollution, analytical methods, and ecological impacts provides new tools, data and best practices that make Policy 1’s medical and industrial waste treatment protocols more effective. At the same time, the strengthened waste disposal and treatment infrastructure from Policy 1 generates real‐world data and testbeds that facilitate Policy 2’s applied research, creating a reinforcing cycle."
China,discharge of waste from anthropogenic activities,AMR-03,AMR-05,Adhere to the principle of “prevention first” and reduce infection rate.,Strengthen scientific and technological research and development for antimicrobial resistance prevention and control.,"strengthen the categorized disposal of medical waste at the source of waste production
Strengthen the prevention and control of environmental pollution by antimicrobials. Strengthen the standardized treatment of domestic sewage, medical wastewater and solid waste, pharmaceutical companies' production waste, waste from aquaculture and food production",Carry out research on the prevention and control of environmental pollution caused by antimicrobials. Develop analysis technology of antimicrobials in the environment and conduct research of possible ecological impact of residual antimicrobials in the environmental. (Responsibilities divided between the Ministry of Science and Technology and the Ministry of Ecology and Environment),2,Align,"Both policies target reduction of environmental antimicrobial pollution by addressing the discharge of waste from anthropogenic activities. Policy 1 focuses on prevention first and strengthening waste disposal and treatment at source (medical, domestic, pharmaceutical, aquaculture), while Policy 2 directs scientific R&D to develop analytical technologies and understand ecological impacts of residual antimicrobials. They push the shared driver in the same direction, producing cumulative benefits.",Mutual benefit,"Policy 2’s research into detection methods and ecological impacts provides critical data and tools to optimize Policy 1’s waste treatment protocols, while the enhanced waste management systems under Policy 1 supply real‐world samples, monitoring sites, and operational feedback that facilitate and guide Policy 2’s R&D efforts, creating a positive feedback loop."
China,discharge of waste from anthropogenic activities,AMR-03,AMR-05,Adhere to the principle of “prevention first” and reduce infection rate.,Strengthen scientific and technological research and development for antimicrobial resistance prevention and control.,"strengthen the categorized disposal of medical waste at the source of waste production
Strengthen the prevention and control of environmental pollution by antimicrobials. Strengthen the standardized treatment of domestic sewage, medical wastewater and solid waste, pharmaceutical companies' production waste, waste from aquaculture and food production",Carry out research on the prevention and control of environmental pollution caused by antimicrobials. Develop analysis technology of antimicrobials in the environment and conduct research of possible ecological impact of residual antimicrobials in the environmental. (Responsibilities divided between the Ministry of Science and Technology and the Ministry of Ecology and Environment),3,Align,"Both policies target reduction of antimicrobial pollution from anthropogenic waste. AMR-03 emphasizes prevention and control through strengthened medical and industrial waste disposal and treatment, while AMR-05 focuses on R&D and analytical technologies to understand and mitigate environmental AMR pollution. Together they push the shared driver in the same direction for cumulative benefit.",One-sided benefit,"AMR-05’s research outputs and analytical methods inform and improve AMR-03’s waste treatment and disposal practices, making its implementation more effective. Conversely, AMR-03’s operational measures do not directly facilitate the research activities of AMR-05."
China,discharge of waste from anthropogenic activities,AMR-03,AMR-05,Adhere to the principle of “prevention first” and reduce infection rate.,Strengthen scientific and technological research and development for antimicrobial resistance prevention and control.,"strengthen the categorized disposal of medical waste at the source of waste production
Strengthen the prevention and control of environmental pollution by antimicrobials. Strengthen the standardized treatment of domestic sewage, medical wastewater and solid waste, pharmaceutical companies' production waste, waste from aquaculture and food production",Carry out research on the prevention and control of environmental pollution caused by antimicrobials. Develop analysis technology of antimicrobials in the environment and conduct research of possible ecological impact of residual antimicrobials in the environmental. (Responsibilities divided between the Ministry of Science and Technology and the Ministry of Ecology and Environment),4,Align,"Both policies seek to reduce the discharge of antimicrobial pollutants that drive AMR: Policy 1 via direct prevention and standardized waste treatment, and Policy 2 through R&D to generate the scientific understanding and analytical tools for controlling environmental antimicrobial contamination. They work toward the same outcome.",Mutual benefit,"Policy 2’s research on detection methods and ecological impacts informs and improves Policy 1’s waste‐treatment protocols, while Policy 1’s enhanced waste‐management practices supply data, samples, and field sites that enable and enrich Policy 2’s scientific studies; joint institutional roles foster collaboration."
China,discharge of waste from anthropogenic activities,AMR-03,AMR-05,Adhere to the principle of “prevention first” and reduce infection rate.,Strengthen scientific and technological research and development for antimicrobial resistance prevention and control.,"strengthen the categorized disposal of medical waste at the source of waste production
Strengthen the prevention and control of environmental pollution by antimicrobials. Strengthen the standardized treatment of domestic sewage, medical wastewater and solid waste, pharmaceutical companies' production waste, waste from aquaculture and food production",Carry out research on the prevention and control of environmental pollution caused by antimicrobials. Develop analysis technology of antimicrobials in the environment and conduct research of possible ecological impact of residual antimicrobials in the environmental. (Responsibilities divided between the Ministry of Science and Technology and the Ministry of Ecology and Environment),5,Align,"Both policies aim to reduce antimicrobial pollution from anthropogenic waste. Policy AMR-03 focuses on prevention through categorized disposal and standardized treatment of medical, domestic, industrial and agricultural waste, while Policy AMR-05 strengthens R&D into environmental pollution prevention and analytical technologies. Together they drive the shared AMR driver (discharge of waste) in the same direction, delivering cumulative benefits.",Mutual benefit,"Research activities under AMR-05 produce analytical methods and ecological impact data that improve and refine the waste treatment and disposal measures in AMR-03. Conversely, the waste management systems and waste streams established by AMR-03 provide real-world samples and application sites that facilitate and validate the research and technology development in AMR-05."
China,discharge of waste from anthropogenic activities,AMR-03,SDG-06,Adhere to the principle of “prevention first” and reduce infection rate.,"Continuous Environmental Improvement 
We will increase efforts to prevent and control pollution, establish and improve the environmental governance system, promote accurate, scientific, law-based and systematic pollution control, work together to reduce pollution and carbon emissions, consistently improve air and water environment quality, and effectively control soil pollution risk. ","strengthen the categorized disposal of medical waste at the source of waste production
Strengthen the prevention and control of environmental pollution by antimicrobials. Strengthen the standardized treatment of domestic sewage, medical wastewater and solid waste, pharmaceutical companies' production waste, waste from aquaculture and food production","II. Comprehensive improvement of environmental infrastructure 
We will build a system of environmental infrastructure that integrates sewage, garbage, solid waste, hazardous waste, and medical waste treatment and disposal facilities and monitoring and supervising capabilities, and form an environmental infrastructure network extending from cities to towns and villages. We will promote complete coverage of the urban sewage pipe network, carry out differential and accurate upgrade of sewage treatment, and promote centralized incineration of sludge for harmless treatment, so that the 90% of urban sludge is harmlessly treated and over 25% of sewage is recycled in water-deficient cities at the prefecture level and above. We will set up a household waste treatment system with separate dumping, collection, transportation, and treatment of different types of waste based on waste sorting. We will deploy facilities for centralized recycling and disposal of hazardous waste with emphasis put on major industrial bases. We will accelerate the construction of centralized treatment facilities for medical waste in cities that are at and above the prefecture level, and improve the system for collection, transportation, and disposal of medical waste in counties. ",1,Align,"Both policies seek to reduce pollution from anthropogenic waste streams—including medical waste, sewage, solid and hazardous wastes—and to strengthen prevention and control of environmental pollution. By targeting the same driver (discharge of waste) and pushing it in the same direction, they produce cumulative benefits for reducing environmental reservoirs of antimicrobial residues.",Mutual benefit,"Policy SDG-06’s rollout of integrated environmental infrastructure (medical waste treatment facilities, sewage networks, hazardous waste disposal, etc.) provides the necessary capacity and systems for Policy AMR-03 to enforce its strengthened disposal and treatment standards. Conversely, AMR-03’s detailed requirements for categorization and antimicrobial‐specific waste treatment help guide and prioritize the infrastructure investments and operational protocols under SDG-06."
China,discharge of waste from anthropogenic activities,AMR-03,SDG-06,Adhere to the principle of “prevention first” and reduce infection rate.,"Continuous Environmental Improvement 
We will increase efforts to prevent and control pollution, establish and improve the environmental governance system, promote accurate, scientific, law-based and systematic pollution control, work together to reduce pollution and carbon emissions, consistently improve air and water environment quality, and effectively control soil pollution risk. ","strengthen the categorized disposal of medical waste at the source of waste production
Strengthen the prevention and control of environmental pollution by antimicrobials. Strengthen the standardized treatment of domestic sewage, medical wastewater and solid waste, pharmaceutical companies' production waste, waste from aquaculture and food production","II. Comprehensive improvement of environmental infrastructure 
We will build a system of environmental infrastructure that integrates sewage, garbage, solid waste, hazardous waste, and medical waste treatment and disposal facilities and monitoring and supervising capabilities, and form an environmental infrastructure network extending from cities to towns and villages. We will promote complete coverage of the urban sewage pipe network, carry out differential and accurate upgrade of sewage treatment, and promote centralized incineration of sludge for harmless treatment, so that the 90% of urban sludge is harmlessly treated and over 25% of sewage is recycled in water-deficient cities at the prefecture level and above. We will set up a household waste treatment system with separate dumping, collection, transportation, and treatment of different types of waste based on waste sorting. We will deploy facilities for centralized recycling and disposal of hazardous waste with emphasis put on major industrial bases. We will accelerate the construction of centralized treatment facilities for medical waste in cities that are at and above the prefecture level, and improve the system for collection, transportation, and disposal of medical waste in counties. ",2,Align,"Both policies prioritize reducing environmental pollution from waste streams. AMR-03 focuses on preventing antimicrobial contamination through strengthened medical, pharmaceutical and sewage waste management, while SDG-06 aims for continuous environmental improvement by controlling pollution across water, soil and waste. Together they push the shared driver (discharge of waste from anthropogenic activities) in the same direction, producing cumulative benefits.",Mutual benefit,"SDG-06’s expansion of integrated environmental infrastructure (sewage networks, waste sorting, treatment and disposal facilities for medical, hazardous and solid waste) directly supports AMR-03’s requirements for categorized disposal and standardized treatment of antimicrobial-containing wastes. Conversely, AMR-03’s emphasis on source-level segregation and treatment protocols enhances the utilization and effectiveness of the new infrastructure, creating a positive feedback loop that eases implementation of both policies."
China,discharge of waste from anthropogenic activities,AMR-03,SDG-06,Adhere to the principle of “prevention first” and reduce infection rate.,"Continuous Environmental Improvement 
We will increase efforts to prevent and control pollution, establish and improve the environmental governance system, promote accurate, scientific, law-based and systematic pollution control, work together to reduce pollution and carbon emissions, consistently improve air and water environment quality, and effectively control soil pollution risk. ","strengthen the categorized disposal of medical waste at the source of waste production
Strengthen the prevention and control of environmental pollution by antimicrobials. Strengthen the standardized treatment of domestic sewage, medical wastewater and solid waste, pharmaceutical companies' production waste, waste from aquaculture and food production","II. Comprehensive improvement of environmental infrastructure 
We will build a system of environmental infrastructure that integrates sewage, garbage, solid waste, hazardous waste, and medical waste treatment and disposal facilities and monitoring and supervising capabilities, and form an environmental infrastructure network extending from cities to towns and villages. We will promote complete coverage of the urban sewage pipe network, carry out differential and accurate upgrade of sewage treatment, and promote centralized incineration of sludge for harmless treatment, so that the 90% of urban sludge is harmlessly treated and over 25% of sewage is recycled in water-deficient cities at the prefecture level and above. We will set up a household waste treatment system with separate dumping, collection, transportation, and treatment of different types of waste based on waste sorting. We will deploy facilities for centralized recycling and disposal of hazardous waste with emphasis put on major industrial bases. We will accelerate the construction of centralized treatment facilities for medical waste in cities that are at and above the prefecture level, and improve the system for collection, transportation, and disposal of medical waste in counties. ",3,Align,"Both policies aim to reduce environmental pollution from anthropogenic waste streams—including medical, domestic, industrial, and agricultural wastes—and to improve environmental quality through systematic prevention and control measures.",Mutual benefit,"Policy 2’s large-scale build-out of integrated sewage, waste, hazardous and medical waste treatment infrastructure directly enables the categorized disposal and standardized treatment measures mandated by Policy 1, while Policy 1’s strengthened classification and treatment protocols ensure that the newly constructed infrastructure is used effectively, creating a positive feedback loop for both implementation efforts."
China,discharge of waste from anthropogenic activities,AMR-03,SDG-06,Adhere to the principle of “prevention first” and reduce infection rate.,"Continuous Environmental Improvement 
We will increase efforts to prevent and control pollution, establish and improve the environmental governance system, promote accurate, scientific, law-based and systematic pollution control, work together to reduce pollution and carbon emissions, consistently improve air and water environment quality, and effectively control soil pollution risk. ","strengthen the categorized disposal of medical waste at the source of waste production
Strengthen the prevention and control of environmental pollution by antimicrobials. Strengthen the standardized treatment of domestic sewage, medical wastewater and solid waste, pharmaceutical companies' production waste, waste from aquaculture and food production","II. Comprehensive improvement of environmental infrastructure 
We will build a system of environmental infrastructure that integrates sewage, garbage, solid waste, hazardous waste, and medical waste treatment and disposal facilities and monitoring and supervising capabilities, and form an environmental infrastructure network extending from cities to towns and villages. We will promote complete coverage of the urban sewage pipe network, carry out differential and accurate upgrade of sewage treatment, and promote centralized incineration of sludge for harmless treatment, so that the 90% of urban sludge is harmlessly treated and over 25% of sewage is recycled in water-deficient cities at the prefecture level and above. We will set up a household waste treatment system with separate dumping, collection, transportation, and treatment of different types of waste based on waste sorting. We will deploy facilities for centralized recycling and disposal of hazardous waste with emphasis put on major industrial bases. We will accelerate the construction of centralized treatment facilities for medical waste in cities that are at and above the prefecture level, and improve the system for collection, transportation, and disposal of medical waste in counties. ",4,Align,"Both policies target the reduction of pollution from anthropogenic waste streams (including medical, sewage, solid and hazardous waste) and aim to strengthen prevention and control of environmental contamination, thereby cumulatively reducing the discharge of antimicrobial‐laden waste.",Mutual benefit,"Policy 2’s expansion of integrated waste and wastewater infrastructure (sewage networks, treatment facilities, medical waste plants) provides the necessary platforms for Policy 1’s categorized disposal and standardized treatment measures, while Policy 1’s focused protocols for antimicrobial and medical waste streams enrich and guide the infrastructure deployment under Policy 2."
