edge_id,from,to,interaction_type,country,theme,effect,direct_or_indirect,bidirectional,context_dependent,interaction_summary,policy_tension,evidence_level,reference,amr_driver,challenge,distalness,type2,source
P160,sdg06,sdg02,SDG-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies seek to reduce environmental contamination and degradation through improved resource and waste management. SDG-06 focuses on urban water, sanitation and waste infrastructure to safeguard human health and urban ecosystems, while SDG-02 promotes sustainable land and agro-industrial practices to prevent agrochemical pollution and manage agricultural by-products. Together they push the shared driver in the same direction by enhancing environmental quality across urban and agricultural sectors.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P161,sdg06,sdg11,SDG-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"SDG-06’s investments in WASH infrastructure (containment, transport, treatment, safe reuse/disposal) create the necessary systems and feedstocks for waste-to-wealth and circular economy initiatives under SDG-11. Conversely, SDG-11’s frameworks for reducing per-capita impact and turning waste (including faecal matter) into resources generate revenue streams and reuse options that enhance the sustainability and effectiveness of SDG-06’s WASH services.",Mutual implementation benefit (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P162,sdg06,sdg11,SDG-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies seek to reduce environmental contamination and degradation in urban areas by improving sanitation, waste management, and overall urban livability. SDG-06 focuses on safe WASH services and human capital development, while SDG-11 emphasizes a clean, healthy environment and green inclusive cities. They share the strategic priority of sustainable urban environments and thus push the shared AMR driver in the same direction.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P163,sdg06,sdg13,SDG-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"Investment in the full WASH value chain under SDG-06 (containment through safe disposal or reuse) provides the infrastructure, operational capacity and trained workforce needed for the waste collection, sorting and recycling systems promoted under SDG-13. Conversely, SDG-13’s emphasis on eco-friendly, resilient waste facilities and circular-economy approaches enhances the longevity, efficiency and environmental safety of WASH services, creating a reinforcing cycle that benefits both policy implementations.",Mutual implementation benefit (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P164,sdg06,sdg13,SDG-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both SDG-06 and SDG-13 aim to reduce environmental contamination and degradation. SDG-06 focuses on improving urban water, sanitation and waste‐management services to protect health and environments, while SDG-13 seeks to curb environmental degradation and resource overuse through climate-resilient, low-emission development. Together they address the same AMR driver by reducing pollutants and environmental stressors in a complementary manner.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P165,sdg11,sdg02,SDG-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"SDG-11’s framework for circular economy and waste-to-wealth initiatives creates an enabling environment for the recycling, waste-to-energy and pollution‐reduction facilities promoted under SDG-02, while SDG-02’s agro-industrial recycling and green technology investments expand the material streams and technical models available for urban waste management. Each policy’s implementation thus facilitates the other’s success.",Mutual implementation benefit (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P166,sdg11,sdg02,SDG-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies seek to reduce environmental contamination and degradation by promoting clean, healthy and productive environments—SDG-11 in urban areas through improved waste management and air quality, and SDG-02 in agricultural landscapes through sustainable land management, pollution reduction and resource‐efficient post‐harvest handling. They jointly push the AMR driver toward lower environmental contamination, generating cumulative benefits.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P167,sdg11,sdg13,SDG-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"SDG-11’s framework for reducing per-capita environmental impacts and circular ‘waste-to-wealth’ initiatives align with SDG-13’s eco-friendly waste collection, sorting, recycling systems and low-emission, climate-resilient development. Each policy’s measures reinforce and ease the implementation of the other, creating a positive feedback loop.",Mutual implementation benefit (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P168,sdg11,sdg13,SDG-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both SDG-11 and SDG-13 aim to reduce environmental contamination and degradation by promoting sustainable urban environments, waste management, and efficient resource use. Their shared focus on clean, healthy cities and resilient natural resource utilization pushes the same AMR driver in a positive direction.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P169,amr03,amr04,AMR-AMR,Uganda,Human Health Systems,Align,Direct,TRUE,FALSE,"The IPC committees, guidelines, and infrastructure strengthened under Policy 1 provide existing structures and channels for disseminating and enforcing antimicrobial stewardship guidelines from Policy 2. Conversely, the Technical Working Group and updated prescribing protocols established under Policy 2 can support IPC committees by reducing MDR organism spread through optimized antimicrobial use. Each implementation stream thus facilitates the other.",Mutual implementation benefit (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)","gaps in AMR-related policy adoption, implementation & enforcement",Multiple challenges,0.703823529,Distal,Implementation
P170,amr03,amr04,AMR-AMR,Uganda,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies aim to close gaps in AMR-related policy adoption, implementation, and enforcement within healthcare facilities. Policy 1 focuses on strengthening infection prevention and control (IPC) mechanisms, while Policy 2 focuses on improving antimicrobial prescribing and stewardship. Together they push the shared driver in the same direction by reinforcing complementary aspects of AMR governance in health facilities.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)","gaps in AMR-related policy adoption, implementation & enforcement",Multiple challenges,0.703823529,Distal,Objective
P171,amr03,sdg06,AMR-SDG,Uganda,Governance & Financing,Align,Direct,TRUE,FALSE,"SDG-06’s investments in water quality infrastructure, monitoring and enforcement directly support IPC measures (e.g. reliable clean water for handwashing, cleaning and waste disposal) in healthcare facilities under AMR-03. Conversely, AMR-03’s strengthened IPC committees and guidelines provide institutional models and advocate for the compliance processes that can reinforce water service regulation and oversight. Thus, implementation of each policy facilitates the other.",Mutual implementation benefit (Multiple challenges),Low,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 5)","gaps in AMR-related policy adoption, implementation & enforcement",Multiple challenges,0.703823529,Distal,Implementation
P172,amr03,sdg06,AMR-SDG,Uganda,Governance & Financing,Align,Indirect,TRUE,TRUE,"Both policies seek to strengthen governance, coordination and enforcement mechanisms to reduce gaps in policy adoption and implementation. Policy AMR-03 focuses on institutionalizing infection prevention and control in healthcare facilities, while SDG-06 strengthens coordination and compliance in water resource management. Each pushes the shared driver—weak adoption and enforcement—toward improved regulatory capacity and standardisation, producing cumulative benefits.",Objective alignment on a shared AMR driver (Multiple challenges),Medium,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 5)","gaps in AMR-related policy adoption, implementation & enforcement",Multiple challenges,0.703823529,Distal,Objective
P173,amr04,sdg06,AMR-SDG,Uganda,Human Health Systems,Align,Direct,FALSE,TRUE,"SDG-06’s efforts to improve coordination, regulation and enforcement capacity for water management build institutional and compliance mechanisms that can be leveraged by AMR-04 when rolling out stewardship committees, regulatory oversight and supply-chain controls. Conversely, AMR-04’s technical working groups and stewardship manuals do not directly support water sector regulation or infrastructure development.",One-sided implementation benefit (Multiple challenges),Low,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)","gaps in AMR-related policy adoption, implementation & enforcement",Multiple challenges,0.703823529,Distal,Implementation
P174,amr04,sdg06,AMR-SDG,Uganda,Human Health Systems,Independent,Indirect,FALSE,FALSE,"Policy AMR-04 aims to strengthen antimicrobial stewardship, prescribing practices and regulatory oversight to close AMR policy adoption and enforcement gaps. SDG-06 seeks to secure adequate, quality fresh water for all uses. Although improved water services can indirectly reduce infection rates and downstream antibiotic demand, the two policies set distinct strategic priorities and do not share direct objectives related to AMR policy adoption or enforcement.",Limited objective interaction on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)","gaps in AMR-related policy adoption, implementation & enforcement",Multiple challenges,0.703823529,Distal,Objective
P175,sdg01,sdg11,SDG-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"Strengthening policy, legal, and institutional frameworks for disaster risk governance (SDG-01) directly supports the institutionalization of disaster risk planning in programmes (SDG-11). Likewise, establishing and expanding early warning systems (SDG-01) complements efforts to increase availability and access to multi-hazard early warning and risk information (SDG-11). Each policy’s actions reinforce and facilitate the other’s implementation.",Mutual implementation benefit (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",humanitarian crisis,Multiple challenges,0.725268362,Distal,Implementation
P176,sdg01,sdg11,SDG-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,Both SDG-01 and SDG-11 share the same strategic priority of reducing human and economic losses from natural hazards and disasters. By targeting the same driver (humanitarian crisis) in the same direction—minimizing harm—they produce cumulative benefits.,Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",humanitarian crisis,Multiple challenges,0.725268362,Distal,Objective
P177,sdg01,sdg13,SDG-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"Both policies call for strengthening policy, legal and institutional frameworks for disaster risk governance, expanding early warning systems, and building capacity for risk reduction and response. Implementing one policy’s instruments directly reinforces and streamlines the other’s, creating a positive feedback loop that makes both easier to implement.",Mutual implementation benefit (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",humanitarian crisis,Multiple challenges,0.725268362,Distal,Implementation
P178,sdg01,sdg13,SDG-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both SDG-01 and SDG-13 share the goal of reducing human and economic loss from natural hazards and disasters, thereby mitigating humanitarian crises that can drive AMR. They push the shared driver (humanitarian crisis) in the same direction by improving population health, safety and resilience.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",humanitarian crisis,Multiple challenges,0.725268362,Distal,Objective
P179,sdg11,sdg13,SDG-SDG,Uganda,Environment & Climate Action,Align,Direct,TRUE,FALSE,"They share identical implementation measures—institutionalizing disaster risk planning, expanding multi-hazard early warning systems, and strengthening risk governance—so that enacting one policy directly reinforces and facilitates the enactment of the other.",Mutual implementation benefit (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",humanitarian crisis,Multiple challenges,0.725268362,Distal,Implementation
P180,sdg11,sdg13,SDG-SDG,Uganda,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both SDG-11 and SDG-13 explicitly aim to reduce human and economic loss from natural hazards and disasters, thereby jointly addressing the humanitarian crisis driver in the same direction.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",humanitarian crisis,Multiple challenges,0.725268362,Distal,Objective
P181,sdg01,sdg04,SDG-SDG,Uganda,Social Equity & Education,Align,Indirect,FALSE,FALSE,"SDG-01 implementation (health insurance rollout, social protection expansion) and SDG-04 implementation (school infrastructure, early grade programs, ICT in education) are managed by separate authorities with distinct funding streams and operational mechanisms. There is no direct facilitation or hindrance between the two implementation processes.",Parallel implementation pathways (Multiple challenges),Low,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Implementation
P182,sdg01,sdg04,SDG-SDG,Uganda,Social Equity & Education,Align,Indirect,FALSE,TRUE,"Both policies target individual socio-demographic factors that influence antimicrobial use by strengthening human capacity and reducing vulnerability. SDG-01 does so by improving health protection, social support and equity across the life course, while SDG-04 builds educational foundations, literacy and skills. Together they bolster people’s ability to seek, understand and appropriately use health services, thus pushing the shared driver in the same direction.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Objective
P183,sdg01,sdg10,SDG-SDG,Uganda,Social Equity & Education,Align,Direct,TRUE,FALSE,"Both policies call for expanding the scope and coverage of care, support and social protection services for vulnerable and disaster-prone groups. SDG-01 adds financial risk protection and social security reforms, while SDG-10 focuses on service expansion. Implementing one strengthens the administrative structures, funding streams and stakeholder engagement needed by the other, creating a positive feedback loop.",Mutual implementation benefit (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Implementation
P184,sdg01,sdg10,SDG-SDG,Uganda,Social Equity & Education,Align,Indirect,TRUE,TRUE,"Both SDG-01 and SDG-10 explicitly aim to reduce vulnerability and gender inequality across the lifecycle. By targeting the same socio-demographic drivers—namely population vulnerability, gender inequity and lifecycle risk—these objectives reinforce each other and push the shared driver in the same direction.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Objective
P185,sdg04,sdg10,SDG-SDG,Uganda,Social Equity & Education,Align,Direct,FALSE,TRUE,"The expansion of care, support, and social protection services under SDG-10 lowers barriers for vulnerable groups—such as reducing costs and providing resources—thereby facilitating school attendance, access to ICT and distance learning initiatives under SDG-04. The education-focused implementation does not directly ease the rollout of social protection services.",One-sided implementation benefit (Multiple challenges),Medium,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Implementation
P186,sdg04,sdg10,SDG-SDG,Uganda,Social Equity & Education,Align,Indirect,FALSE,TRUE,"Both policies act on individual socio-demographic factors by strengthening human capital through improved education (SDG-04) and reducing vulnerability and gender inequality via expanded social protection (SDG-10). Together they cumulatively enhance socioeconomic status, health literacy, and equitable access to resources, which mitigate AMR risks associated with low education and social vulnerability.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Objective
P187,amr03,sdg03,AMR-SDG,Uganda,Human Health Systems,Align,Direct,TRUE,FALSE,"The primary health care platforms, outreach and workforce mobilized under SDG-03 (for immunization and communicable disease management) provide ready channels and community trust that facilitate AMR-03’s community sensitization, hygiene promotion, contact tracing and IPC committee activities. At the same time, strengthened IPC committees, hygiene guidelines and practices established under AMR-03 improve the safety and effectiveness of service delivery (including immunization sessions) within healthcare facilities and communities, creating reinforcing feedback across both implementation streams.",Mutual implementation benefit (Containment),Medium,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",infection/colonization by resistant bacteria in human,Containment,0.320203936,Proximal,Implementation
P188,amr03,sdg03,AMR-SDG,Uganda,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies seek to reduce human infection by pathogenic organisms: AMR-03 through targeted infection prevention and control (IPC) in healthcare and community settings to curb transmission of resistant bacteria, and SDG-03 through broader communicable disease control (including immunization and primary health care) to lower the overall burden of infections. Together they exert cumulative pressure on the driver by reducing opportunities for resistant bacteria to infect or colonize humans.",Objective alignment on a shared AMR driver (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",infection/colonization by resistant bacteria in human,Containment,0.320203936,Proximal,Objective
P189,amr03,sdg06,AMR-SDG,Uganda,Human Health Systems,Align,Direct,TRUE,FALSE,"Policy 2’s expansion of safe water, sanitation, and handwashing facilities directly facilitates Policy 1’s promotion of hand hygiene, food hygiene, and community-level IPC practices. At the same time, Policy 1’s public sensitization and IPC committees increase uptake, proper use, and monitoring of WASH services, reinforcing Policy 2’s implementation.",Mutual implementation benefit (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",infection/colonization by resistant bacteria in human,Containment,0.320203936,Proximal,Implementation
P190,amr03,sdg06,AMR-SDG,Uganda,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies aim to reduce human infection and transmission of pathogens. Policy 1 focuses on infection prevention and control measures in healthcare and community settings, while Policy 2 ensures the water, sanitation, and hygiene infrastructure needed to support those IPC measures. Together they both drive down the risk of infection/colonization by resistant bacteria in humans.",Objective alignment on a shared AMR driver (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",infection/colonization by resistant bacteria in human,Containment,0.320203936,Proximal,Objective
P191,sdg03,sdg06,SDG-SDG,Uganda,Human Health Systems,Align,Direct,TRUE,FALSE,"Implementing WASH infrastructure and hygiene promotion (SDG-06) lowers transmission of water- and hygiene-related infections, thereby easing the burden on primary health care services and immunization programs under SDG-03. Conversely, successful communicable disease reduction and immunization (SDG-03) reduce overall disease incidence and health system strain, allowing resources to be more effectively directed toward sustaining and expanding WASH interventions.",Mutual implementation benefit (Containment),Medium,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",infection/colonization by resistant bacteria in human,Containment,0.320203936,Proximal,Implementation
P192,sdg03,sdg06,SDG-SDG,Uganda,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both SDG-03 and SDG-06 share the strategic aim of improving population health and safety by reducing human exposure to infectious agents, including resistant bacteria. SDG-03 does so via communicable disease control and immunization, while SDG-06 reduces transmission pathways through safe water, sanitation and hygiene. Together they push the driver (infection/colonization by resistant bacteria) downwards, producing cumulative benefits.",Objective alignment on a shared AMR driver (Containment),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",infection/colonization by resistant bacteria in human,Containment,0.320203936,Proximal,Objective
P193,amr03,sdg03,AMR-SDG,Uganda,Human Health Systems,Align,Direct,TRUE,FALSE,"AMR-03’s efforts to expand the range, availability, and coverage of vaccination programs strengthen immunization infrastructure, cold‐chain logistics, and workforce capacity that directly support SDG-03’s goals of childhood and adolescent immunization. Conversely, SDG-03’s initiatives to increase access to childhood vaccines and improve youth health build community trust and service delivery platforms that facilitate AMR-03’s broader vaccine optimization efforts.",Mutual implementation benefit (Infection prevention),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",insufficient public health services,Infection prevention,0.847222222,Distal,Implementation
P194,amr03,sdg03,AMR-SDG,Uganda,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies aim to strengthen vaccination and overall public health services. AMR-03 focuses on increasing and optimizing vaccine use to prevent infectious diseases, while SDG-03 seeks to improve human capital by increasing access to immunization and enhancing adolescent and youth health. Together they push the shared driver of insufficient public health services in the same direction by bolstering vaccine‐preventable disease control and health system capacity.",Objective alignment on a shared AMR driver (Infection prevention),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",insufficient public health services,Infection prevention,0.847222222,Distal,Objective
P195,sdg01,sdg03,SDG-SDG,Uganda,Human Health Systems,Align,Direct,TRUE,FALSE,"Expanding financial risk protection via a national health insurance scheme lowers cost barriers and increases patient uptake of services. Simultaneously, strengthening health system functionality ensures those services are high quality, affordable, and available. Together, they reinforce each other: better financing increases service utilization, and stronger service delivery enhances the value of the insurance scheme.",Mutual implementation benefit (Access),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Implementation
P196,sdg01,sdg03,SDG-SDG,Uganda,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies share the same strategic goal of improving population health, safety, and management, directly addressing the barrier of limited access to healthcare. By targeting the overarching aim of better health outcomes through expanded access, they push the shared driver in the same direction, producing cumulative benefits.",Objective alignment on a shared AMR driver (Access),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Objective
P197,sdg01,sdg05,SDG-SDG,Uganda,Human Health Systems,Align,Direct,FALSE,TRUE,"Implementing the national health insurance scheme lowers out-of-pocket costs and thus facilitates uptake of SRH and type-planning services, making it easier to achieve policy 2’s implementation goals. In contrast, expanding SRH services and harmonized information does not materially ease or modify the rollout requirements of the insurance scheme.",One-sided implementation benefit (Access),Low,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Implementation
P198,sdg01,sdg05,SDG-SDG,Uganda,Human Health Systems,Align,Indirect,FALSE,TRUE,Both policies aim to improve population health by reducing limited access to health care—one through financial risk protection (national health insurance) and the other by expanding essential SRH and type-planning services—thereby jointly pushing the shared driver (access to care) in the same beneficial direction.,Objective alignment on a shared AMR driver (Access),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Objective
P199,sdg03,sdg05,SDG-SDG,Uganda,Human Health Systems,Align,Direct,FALSE,TRUE,"Strengthening the overall health system under SDG-03 provides the necessary infrastructure, workforce and supply chains that make it easier to scale up SRH and type planning services under SDG-05, while SDG-05 implementation does not substantially facilitate broader health system improvements.",One-sided implementation benefit (Access),Low,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Implementation
P200,sdg03,sdg05,SDG-SDG,Uganda,Human Health Systems,Align,Indirect,FALSE,TRUE,"Both policies aim to improve population health and safety by expanding access to healthcare services, addressing the driver of limited access to healthcare in a complementary manner and thus reinforcing each other’s objectives.",Objective alignment on a shared AMR driver (Access),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Objective
P201,amr05,sdg03,AMR-SDG,Uganda,Governance & Financing,Align,Direct,TRUE,FALSE,"Policy 2’s mechanisms for promoting health research, innovation, and technology uptake establish funding streams, infrastructure, and regulatory support that facilitate the targeted research and development activities of Policy 1. Conversely, the AMR‐specific outputs and partnerships generated under Policy 1 enrich the broader health research portfolio and technology uptake goals of Policy 2, creating a reinforcing, two‐way enabler for implementation.",Mutual implementation benefit (Innovation),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited investment for AMR research,Innovation,0.6,Proximal,Implementation
P202,amr05,sdg03,AMR-SDG,Uganda,Governance & Financing,Align,Indirect,TRUE,TRUE,"Both policies seek to bolster research and innovation—Policy 1 by directing resources to AMR‐specific drug discovery, diagnostics, and international R&D collaborations, and Policy 2 by broadly promoting health research, innovation, and technology uptake—together alleviating the shared driver of limited research investment.",Objective alignment on a shared AMR driver (Innovation),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited investment for AMR research,Innovation,0.6,Proximal,Objective
P203,amr02,amr05,AMR-AMR,Uganda,Human Health Systems,Align,Direct,TRUE,FALSE,"AMR-02’s investments in SOPs, infrastructure upgrades, staffing, supply chains and QA programs create the essential platform for AMR-05’s research, development and validation of new diagnostics. Conversely, the innovative diagnostic technologies and real-time tests developed under AMR-05 improve the quality, speed and reliability of the surveillance networks, data reporting platforms and QA activities established by AMR-02, creating a positive feedback loop.",Mutual implementation benefit (Access),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited laboratory capacity in human medicine,Access,0.788888889,Distal,Implementation
P204,amr02,amr05,AMR-AMR,Uganda,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies target the shared driver of limited laboratory capacity in human medicine by strengthening detection and reporting of antimicrobial resistance. Policy AMR-02 focuses on building and standardizing surveillance systems, lab infrastructure, human resources and quality assurance, while Policy AMR-05 drives innovation in diagnostic tools to enable real-time detection and point-of-care testing. Together they push the driver in the same direction—enhanced laboratory capability and AMR detection—producing cumulative benefits.",Objective alignment on a shared AMR driver (Access),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited laboratory capacity in human medicine,Access,0.788888889,Distal,Objective
P205,amr02,amr05,AMR-AMR,Uganda,Human Health Systems,Align,Direct,TRUE,FALSE,"The laboratory upgrades, SOPs, staffing improvements and QA enrollment under AMR-02 create the necessary platform and quality framework for research, development and validation of new diagnostics under AMR-05. In turn, the innovative point-of-care and rapid diagnostic tools developed and validated through AMR-05 feed directly into surveillance activities, improving data timeliness and accuracy and reinforcing the strengthened lab network.",Mutual implementation benefit (Access),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited laboratory capacity in veterinary medicine,Access,0.854166667,Distal,Implementation
P206,amr02,amr05,AMR-AMR,Uganda,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies aim to overcome limited laboratory capacity by strengthening diagnostic and surveillance capabilities. Policy 1 focuses on building and harmonizing the infrastructure, procedures and staffing needed for AMR surveillance across sectors, while Policy 2 promotes development and validation of innovative, real-time diagnostic tools. Together they push the shared driver in the same direction, producing cumulative benefits.",Objective alignment on a shared AMR driver (Access),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited laboratory capacity in veterinary medicine,Access,0.854166667,Distal,Objective
P207,sdg02,sdg03,SDG-SDG,Uganda,Human Health Systems,Align,Direct,TRUE,FALSE,"The two policies use identical multisectoral nutrition interventions (school feeding, food fortification, dietary diversification, enabling environment), so implementing one directly advances the other, creating synergies and simplifying coordination.",Mutual implementation benefit (Conservation),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",patient health status,Conservation,0.44473775,Proximal,Implementation
P208,sdg02,sdg03,SDG-SDG,Uganda,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies share the same strategic goal of improving patient health status by promoting optimal nutrition practices among vulnerable populations, thereby cumulatively strengthening patient health and reducing AMR risk.",Objective alignment on a shared AMR driver (Conservation),High,"Uganda policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",patient health status,Conservation,0.44473775,Proximal,Objective
